アーチェリー,あーちぇりー
棟上げ,むねあげ
胸焼け,むねやけ
棟割り,むねわり
無配,むはい
無比,むひ
郁子,むべ
夢魔,むま
無味,むみ
無名,むめい
むら,むら
村上,むらかみ
群雲,むらくも
紫,むらさき
村里,むらざと
村雨,むらさめ
村人,むらびと
村役場,むらやくば
無理,むり
無理押し,むりおし
無料,むりょう
ムンバイ,むんばい
目当て,めあて
名,めい
名案,めいあん
名医,めいい
命運,めいうん
名演,めいえん
名家,めいか
名画,めいが
銘柄,めいがら
明記,めいき
名義,めいぎ
名義人,めいぎにん
名句,めいく
名君,めいくん
名月,めいげつ
明言,めいげん
明細,めいさい
名作,めいさく
名刹,めいさつ
名産,めいさん
名山,めいざん
名刺,めいし
名刺入れ,めいしいれ
迷信,めいしん
名水,めいすい
名声,めいせい
命題,めいだい
酩酊,めいてい
名店,めいてん
冥土,めいど
命日,めいにち
名馬,めいば
名品,めいひん
冥福,めいふく
名物,めいぶつ
名分,めいぶん
名簿,めいぼ
名木,めいぼく
命名,めいめい
明滅,めいめつ
名目,めいもく
名門,めいもん
名文句,めいもんく
名訳,めいやく
命令,めいれい
迷路,めいろ
迷惑,めいわく
目上,めうえ
目移り,めうつり
メートル,めーとる
メールアドレス,めーるあどれす
目隠し,めかくし
目頭,めがしら
目方,めかた
眼鏡,めがね
女神,めがみ
メキシコシティ,めきしこしてぃ
目薬,めぐすり
目配せ,めくばせ
目配り,めくばり
巡,めぐり
目先,めさき
目刺し,めざし
目覚まし,めざまし
飯,めし
目下,めした
飯櫃,めしびつ
雌蘂,めしべ
雌,めす
目線,めせん
目高,めだか
目玉,めだま
滅,めつ
目付き,めつき
メッセージ,めっせーじ
メディア,めでぃあ
目処,めど
目の前,めのまえ
目鼻,めはな
雌花,めばな
目張り,めばり
目減り,めべり
目星,めぼし
目眩,めまい
目元,めもと
目盛り,めもり
目安,めやす
目脂,めやに
めり張り,めりはり
メルヘン,めるへん
メロン,めろん
免,めん
免疫,めんえき
綿花,めんか
面会,めんかい
免許,めんきょ
面子,めんこ
免罪,めんざい
綿糸,めんし
面識,めんしき
免税,めんぜい
免責,めんせき
面接,めんせつ
面前,めんぜん
明太子,めんたいこ
面談,めんだん
面子,めんつ
雌鶏,めんどり
メンバー,めんばー
麺類,めんるい
毛布,もうふ
萌葱色,もえぎいろ
燃えないゴミ,もえないごみ
燃えるゴミ,もえるごみ
モーリシャス,もーりしゃす
モーリタニア,もーりたにあ
模擬,もぎ
目撃,もくげき
木材,もくざい
目算,もくさん
黙視,もくし
木質,もくしつ
木星,もくせい
目前,もくぜん
目測,もくそく
木炭,もくたん
目的,もくてき
黙読,もくどく
黙認,もくにん
木馬,もくば
木版,もくはん
黙秘,もくひ
目標,もくひょう
木片,もくへん
木目,もくめ
もぐもぐ,もぐもぐ
木曜日,もくようび
土竜,もぐら
目礼,もくれい
木蓮,もくれん
目録,もくろく
目論見,もくろみ
模型,もけい
もこもこ,もこもこ
猛者,もさ
模索,もさく
モザンビーク,もざんびーく
模試,もし
文字,もじ
モスク,もすく
モスクワ,もすくわ
模造紙,もぞうし
餅,もち
持ち家,もちいえ
持ち株,もちかぶ
持ち切り,もちきり
餅米,もちごめ
持ち点,もちてん
持ち逃げ,もちにげ
持ち主,もちぬし
持ち場,もちば
持ち前,もちまえ
もちもち,もちもち
持ち物,もちもの
木琴,もっきん
持て成し,もてなし
モデム,もでむ
モデル,もでる
元,もと
元栓,もとせん
元手,もとで
本成り,もとなり
元値,もとね
モナコ,もなこ
モニター,もにたー
物,もの
物言い,ものいい
物書き,ものかき
物陰,ものかげ
物語,ものがたり
物乞い,ものごい
物腰,ものごし
物事,ものごと
物差し,ものさし
物知り,ものしり
物取,ものとり
物干し,ものほし
物真似,ものまね
物見,ものみ
物持ち,ものもち
物貰い,ものもらい
モノレール,ものれーる
物別れ,ものわかれ
物忘れ,ものわすれ
物笑い,ものわらい
模範,もはん
喪服,もふく
もふもふ,もふもふ
樅,もみ
籾殻,もみがら
揉め事,もめごと
木綿,もめん
桃,もも
桃色,ももいろ
百種,ももくさ
股引き,ももひき
もや,もや
萌やし,もやし
最寄り,もより
貰う,もらう
森,もり
盛岡,もりおか
盛り蕎麦,もりそば
森田,もりた
盛り土,もりつち
モルディブ,もるでぃぶ
諸,もろ
もろこし,もろこし
双差し,もろざし
モロッコ,もろっこ
諸手,もろて
諸刃,もろは
諸肌,もろはだ
諸々,もろもろ
紋,もん
門衛,もんえい
門下,もんか
門外,もんがい
門構え,もんがまえ
文句,もんく
門限,もんげん
門戸,もんこ
モンゴル,もんごる
門歯,もんし
問診,もんしん
門前,もんぜん
問題,もんだい
紋付き,もんつき
門弟,もんてい
モンテネグロ,もんてねぐろ
モンテビデオ,もんてびでお
門徒,もんと
文無し,もんなし
モンブラン,もんぶらん
矢板,やいた
八重,やえ
野営,やえい
八重歯,やえば
矢面,やおもて
八百屋,やおや
夜会,やかい
野外,やがい
夜学,やがく
屋形,やかた
屋形船,やかたぶね
やかん,やかん
山羊,やぎ
焼き芋,やきいも
焼き入れ,やきいれ
焼き討ち,やきうち
焼き魚,やきざかな
焼き蕎麦,やきそば
焼き鳥,やきとり
焼き肉,やきにく
焼き畑,やきばた
焼き増し,やきまし
焼き餅,やきもち
焼き物,やきもの
野球,やきゅう
冶金,やきん
役,やく
夜具,やぐ
役員,やくいん
薬害,やくがい
薬学,やくがく
役柄,やくがら
訳語,やくご
薬剤,やくざい
薬剤師,やくざいし
訳詞,やくし
薬膳,やくぜん
約束,やくそく
薬袋,やくたい
薬代,やくだい
厄年,やくどし
役人,やくにん
役場,やくば
厄払い,やくはらい
厄日,やくび
薬品,やくひん
薬物,やくぶつ
約分,やくぶん
役回り,やくまわり
薬味,やくみ
役目,やくめ
厄除,やくよけ
矢倉,やぐら
矢車,やぐるま
役割,やくわり
焼け跡,やけあと
夜景,やけい
火傷,やけど
野犬,やけん
やご,やご
野菜,やさい
家探し,やさがし
矢先,やさき
椰子,やし
屋敷,やしき
社,やしろ
野心,やしん
安寝,やすい
安値,やすね
休み,やすみ
安物,やすもの
野生,やせい
痩我慢,やせがまん
やせぎす,やせぎす
野戦,やせん
屋台,やたい
家賃,やちん
奴,やつ
八手,やつで
宿,やど
雇い主,やといぬし
宿借り,やどかり
宿賃,やどちん
宿無し,やどなし
宿主,やどぬし
宿屋,やどや
宿り木,やどりぎ
柳,やなぎ
やに,やに
家主,やぬし
屋根,やね
矢羽,やばね
藪,やぶ
流鏑馬,やぶさめ
藪蛇,やぶへび
夜分,やぶん
山,やま
山あい,やまあい
山嵐,やまあらし
山歩き,やまあるき
病,やまい
病垂れ,やまいだれ
山芋,やまいも
山姥,やまうば
山奥,やまおく
山男,やまおとこ
山颪,やまおろし
山形,やまがた
山勘,やまかん
山際,やまぎわ
山口,やまぐち
山国,やまぐに
山越え,やまごえ
山小屋,やまごや
山崎,やまざき
山桜,やまざくら
山里,やまざと
山師,やまし
山下,やました
山裾,やますそ
山田,やまだ
山手,やまて
山寺,やまでら
山鳥,やまどり
山梨,やまなし
山並み,やまなみ
山鳴り,やまなり
山猫,やまねこ
山の手,やまのて
山手線,やまのてせん
山登り,やまのぼり
山場,やまば
山肌,やまはだ
山彦,やまびこ
山開き,やまびらき
山吹,やまぶき
山伏,やまぶし
山鉾,やまぼこ
山道,やまみち
山本,やまもと
山盛り,やまもり
山焼き,やまやき
山分け,やまわけ
闇,やみ
闇市,やみいち
闇討ち,やみうち
病み付き,やみつき
闇夜,やみよ
寡婦,やもめ
守宮,やもり
ややこ,ややこ
揶揄,やゆ
弥生,やよい
夜来,やらい
槍,やり
やりがい,やりがい
遣り口,やりくち
遣り繰り,やりくり
槍玉,やりだま
遺り手,やりて
遣り取り,やりとり
槍投げ,やりなげ
遣り場,やりば
やる気,やるき
ヤンゴン,やんごん
やんちゃ,やんちゃ
湯上がり,ゆあがり
油圧,ゆあつ
湯浴み,ゆあみ
遺言,ゆいごん
優越感,ゆうえつかん
遊園地,ゆうえんち
融解,ゆうかい
夕方,ゆうがた
勇気,ゆうき
夕暮れ,ゆうぐれ
ユーザー,ゆーざー
友情,ゆうじょう
夕食,ゆうしょく
ユースホステル,ゆーすほすてる
郵便局,ゆうびんきょく
ユーフォニアム,ゆーふぉにあむ
有名,ゆうめい
夕焼け,ゆうやけ
故,ゆえ
輸液,ゆえき
油煙,ゆえん
床,ゆか
油画,ゆが
床板,ゆかいた
床下,ゆかした
浴衣,ゆかた
歪,ゆがみ
所縁,ゆかり
雪,ゆき
雪折れ,ゆきおれ
雪掻き,ゆきかき
行き来,ゆきき
雪靴,ゆきぐつ
雪国,ゆきぐに
雪雲,ゆきぐも
雪煙,ゆきけむり
雪質,ゆきしつ
雪空,ゆきぞら
雪達磨,ゆきだるま
雪解け,ゆきどけ
行き場,ゆきば
雪見,ゆきみ
雪道,ゆきみち
雪焼け,ゆきやけ
雪山,ゆきやま
雪除け,ゆきよけ
行方,ゆくえ
行く末,ゆくすえ
行く手,ゆくて
行く年,ゆくとし
湯気,ゆげ
輸血,ゆけつ
油彩,ゆさい
湯冷まし,ゆざまし
湯冷め,ゆざめ
遊山,ゆさん
油脂,ゆし
油井,ゆせい
油断,ゆだん
茹で卵,ゆでたまご
油田,ゆでん
ゆとり,ゆとり
ユニフォーム,ゆにふぉーむ
湯のみ,ゆのみ
指,ゆび
指折り,ゆびおり
指切り,ゆびきり
指先,ゆびさき
指貫き,ゆびぬき
指輪,ゆびわ
湯船,ゆぶね
油分,ゆぶん
弓,ゆみ
弓なり,ゆみなり
弓矢,ゆみや
夢,ゆめ
夢見る,ゆめみる
由来,ゆらい
百合,ゆり
揺り籠,ゆりかご
湯沸かし,ゆわかし
夜明かし,よあかし
宵,よい
宵闇,よいやみ
余韻,よいん
羊羹,ようかん
妖精,ようせい
ヨウ素,ようそ
幼稚園,ようちえん
洋服,ようふく
ヨーグルト,よーぐると
ヨーロッパ,よーろっぱ
予科,よか
夜風,よかぜ
予感,よかん
予期,よき
余技,よぎ
夜霧,よぎり
預金,よきん
欲,よく
翌朝,よくあさ
抑圧,よくあつ
翌月,よくげつ
翼賛,よくさん
抑止,よくし
浴室,よくしつ
抑制,よくせい
欲得,よくとく
翌年,よくねん
翌晩,よくばん
欲目,よくめ
予見,よけん
予言,よげん
横,よこ
横合い,よこあい
横穴,よこあな
横糸,よこいと
横顔,よこがお
横書き,よこがき
横画,よこかく
横風,よこかぜ
予告,よこく
横車,よこぐるま
横滑り,よこすべり
横倒し,よこだおし
横手,よこて
夜毎,よごと
横取り,よこどり
横殴り,よこなぐり
横波,よこなみ
横這い,よこばい
横幅,よこはば
横浜,よこはま
横笛,よこぶえ
横道,よこみち
横向き,よこむき
横目,よこめ
横槍,よこやり
横揺れ,よこゆれ
余罪,よざい
夜寒,よさむ
予算,よさん
由,よし
善し悪し,よしあし
吉田,よしだ
誼み,よしみ
よしよし,よしよし
予審,よしん
四隅,よすみ
寄席,よせ
余勢,よせい
寄せ書き,よせがき
寄せ手,よせて
予選,よせん
余所,よそ
余所行き,よそいき
予測,よそく
余所事,よそごと
余所見,よそみ
余所目,よそめ
余所者,よそもの
夜空,よぞら
預託,よたく
与奪,よだつ
涎,よだれ
予断,よだん
予知,よち
よちよち,よちよち
四つ角,よつかど
世継ぎ,よつぎ
ヨット,よっと
夜露,よつゆ
予定,よてい
淀,よど
世直し,よなおし
夜中,よなか
夜長,よなが
夜泣き,よなき
夜なべ,よなべ
夜逃げ,よにげ
余熱,よねつ
余年,よねん
世の中,よのなか
余波,よは
余白,よはく
ヨハネスブルグ,よはねすぶるぐ
呼ばわり,よばわり
予備,よび
呼び子,よびこ
予備校,よびこう
呼び声,よびごえ
呼び名,よびな
呼び物,よびもの
呼び鈴,よびりん
夜更かし,よふかし
夜更け,よふけ
夜回り,よまわり
読売,よみうり
読み書き,よみかき
読み仮名,よみがな
夜店,よみせ
夜道,よみち
読みで,よみで
読みもの,よみもの
夜目,よめ
余命,よめい
嫁入り,よめいり
蓬,よもぎ
予約,よやく
余裕,よゆう
寄合,よりあい
拠り所,よりどころ
寄り道,よりみち
夜,よる
ヨルダン,よるだん
寄る辺,よるべ
鎧,よろい
鎧戸,よろいど
余録,よろく
喜び,よろこび
齢,よわい
世渡り,よわたり
弱音,よわね
弱火,よわび
弱含み,よわふくみ
弱虫,よわむし
らーめん,らーめん
来,らい
雷雨,らいう
雷雲,らいうん
来園,らいえん
ライオン,らいおん
来夏,らいか
来会,らいかい
来館,らいかん
来期,らいき
来月,らいげつ
礼賛,らいさん
来週,らいしゅう
来信,らいしん
来世,らいせ
来店,らいてん
来年,らいねん
来賓,らいひん
ライブハウス,らいぶはうす
雷鳴,らいめい
来歴,らいれき
羅漢,らかん
裸眼,らがん
烙印,らくいん
楽園,らくえん
落書き,らくがき
落伍,らくご
落差,らくさ
落札,らくさつ
落成,らくせい
落石,らくせき
落選,らくせん
駱駝,らくだ
落第,らくだい
落胆,らくたん
楽天,らくてん
楽土,らくど
落馬,らくば
落盤,らくばん
ラグビー,らぐびー
楽焼き,らくやき
落雷,らくらい
ラケット,らけっと
ラゴス,らごす
ラジオ,らじお
羅氈,らせん
らせん階段,らせんかいだん
裸体,らたい
拉致,らち
螺鈿,らでん
ラトビア,らとびあ
ラパス,らぱす
ラバト,らばと
裸婦,らふ
ラブリー,らぶりー
ラム酒,らむしゅ
羅列,られつ
乱,らん
乱雲,らんうん
乱獲,らんかく
蘭学,らんがく
卵管,らんかん
卵形,らんけい
乱視,らんし
乱心,らんしん
乱世,らんせい
乱戦,らんせん
乱訴,らんそ
乱打,らんだ
乱読,らんどく
乱立,らんりつ
利上げ,りあげ
利益,りえき
離縁,りえん
理化,りか
理解,りかい
利害,りがい
理化学,りかがく
理学,りがく
理学部,りがくぶ
リカバリー,りかばりー
罹患,りかん
利器,りき
力泳,りきえい
力学,りきがく
力作,りきさく
力士,りきし
力説,りきせつ
力戦,りきせん
力点,りきてん
リキュール,りきゅーる
陸,りく
陸揚げ,りくあげ
陸尉,りくい
陸軍,りくぐん
陸地,りくち
理屈,りくつ
理系,りけい
利権,りけん
利己,りこ
リコーダー,りこーだー
離婚,りこん
罹災,りさい
理財,りざい
利下げ,りさげ
利鞘,りざや
離散,りさん
利子,りし
りす,りす
利水,りすい
リスク,りすく
リスボン,りすぼん
理性,りせい
理想,りそう
利息,りそく
リターン,りたーん
離脱,りだつ
理知,りち
リチウム,りちうむ
律,りつ
立案,りつあん
利付,りつき
立論,りつろん
利点,りてん
リトアニア,りとあにあ
利得,りとく
離任,りにん
理念,りねん
理髪,りはつ
理髪店,りはつてん
利幅,りはば
利払い,りばらい
離反,りはん
理非,りひ
リビア,りびあ
離別,りべつ
リベリア,りべりあ
リボン,りぼん
リマ,りま
利回り,りまわり
裏面,りめん
リヤド,りやど
理由,りゆう
留学,りゅうがく
流行,りゅうこう
リュックサック,りゅっくさっく
寮,りょう
領域,りょういき
料金,りょうきん
漁師,りょうし
両親,りょうしん
両生類,りょうせいるい
料理,りょうり
旅館,りょかん
旅行,りょこう
離陸,りりく
利率,りりつ
履歴,りれき
理路,りろ
理論,りろん
林,りん
隣家,りんか
臨海,りんかい
輪郭,りんかく
林間,りんかん
臨機,りんき
